# LZ78 Pretrained Dictionary
# code	parent_code	char	pattern
278	0	6	6
280	0	7	7
282	104	 	\r\n 
283	35	 	   
284	283	 	    
285	284	 	     
291	84	a	da
293	4	O	 O
300	0	4	4
303	12	a	ua
304	17	e	ge
305	0	:	:
306	4	E	 E
307	14	g	ng
308	160	s	lis
310	245	\n	\n\r\n
311	0	C	C
312	58	d	red
316	7	d	od
317	12	c	uc
318	183	b	ed b
320	12	e	ue
321	4	C	 C
322	83	a	la
324	90	d	 and
325	80	e	 the
329	25	s	is
333	285	 	      
336	23	r	fr
338	217	 	ing 
341	106	 	at 
342	2	t	ht
345	0	/	/
352	1	h	Th
353	329	 	is 
354	23	i	fi
355	231	 	le 
357	282	 	\r\n  
362	138	m	rom
364	28	g	ag
365	99	 	es 
370	28	d	ad
372	28	i	ai
377	34	 	\n 
378	333	 	       
380	13	r	ter
385	232	\r	\r\n\r\n\r
387	0	*	*
389	184	T	ST
391	1	 	T 
392	0	O	O
393	0	F	F
394	4	T	 T
395	0	H	H
396	0	E	E
397	4	P	 P
398	0	R	R
403	396	N	EN
408	0	K	K
412	0	N	N
413	237	I	 WI
415	0	L	L
416	396	 	E 
419	310	R	\n\r\nR
422	412	 	N 
426	310	\r	\n\r\n\r
427	426	\n	\n\r\n\r\n
434	0	M	M
435	0	’	’
436	184	 	S 
443	385	\n	\r\n\r\n\r\n
445	395	E	HE
446	4	A	 A
453	4	B	 B
455	378	 	        
456	455	 	         
457	456	 	          
459	39	.	s.
460	86	e	 ne
461	10	\r	t\r
462	310	 	\n\r\n 
465	398	I	RI
478	457	 	           
480	459	 	s. 
482	462	 	\n\r\n  
489	394	H	 TH
493	62	R	UR
497	0	Y	Y
500	478	 	            
503	3	t	et
504	232	 	\r\n\r\n 
506	1	H	TH
519	500	 	             
523	357	 	\r\n   
529	415	E	LE
531	377	 	\n  
534	56	 	w 
536	51	s	ans
538	25	o	io
539	29	b	n b
541	165	 	. 
545	392	N	ON
549	152	i	 wi
552	531	 	\n   
565	519	 	              
568	504	 	\r\n\r\n  
573	0	G	G
575	0	D	D
579	523	 	\r\n    
581	3	m	em
582	200	f	s of
586	91	b	d b
591	12	r	ur
592	161	 	ne 
598	568	 	\r\n\r\n   
612	565	 	               
617	482	 	\n\r\n   
631	552	 	\n    
637	178	d	ated
638	4	b	 b
680	598	 	\r\n\r\n    
682	242	N	IN
707	612	 	                
711	165	\r	.\r
712	617	 	\n\r\n    
729	261	l	sel
730	9	t	ect
759	707	 	                 
782	2	 	h 
783	28	 	a 
786	15	y	by
801	7	m	om
810	412	G	NG
841	0	q	q
843	759	 	                  
857	242	l	Il
858	83	u	lu
859	39	t	st
860	249	t	rat
861	538	n	ion
862	0	]	]
863	443	\r	\r\n\r\n\r\n\r
865	857	l	Ill
867	106	i	ati
870	395	e	He
871	216	e	 use
872	91	t	d t
876	25	m	im
878	638	y	 by
879	4	f	 f
882	102	n	tin
890	94	 	al 
893	7	f	of
894	325	 	 the 
898	38	l	hil
900	26	h	ph
901	16	s	ers
905	84	l	dl
906	47	p	e p
907	901	o	erso
908	14	a	na
912	782	h	h h
913	259	d	eld
915	4	s	 s
916	99	s	ess
918	638	e	 be
922	94	l	all
924	165	”	.”
933	865	u	Illu
934	859	r	str
936	14	]	n]
939	0	·	·
960	933	s	Illus
961	100	a	tra
962	102	o	tio
988	711	\n	.\r\n
992	95	p	mp
996	962	n	tion
997	270	w	, w
998	153	 	ith 
999	0	5	5
1002	860	i	rati
1003	103	 	ons 
1004	31	 	in 
1008	25	r	ir
1018	581	b	emb
1022	0	_	_
1026	992	r	mpr
1033	0	;	;
1038	1033	 	; 
1054	39	s	ss
1059	247	u	llu
1062	59	 	 in 
1065	51	d	and
1081	3	w	ew
1083	26	r	pr
1102	843	 	                   
1103	1102	 	                    
1112	60	o	 to
1115	47	h	e h
1116	876	s	ims
1120	841	u	qu
1121	3	n	en
1123	68	 	 a 
1124	21	i	ki
1125	69	 	nd 
1129	10	u	tu
1132	79	 	 of 
1133	197	 	the 
1135	186	 	es, 
1149	88	h	ch
1150	4	h	 h
1154	39	i	si
1156	214	o	efo
1157	209	a	re a
1161	0	”	”
1163	1103	 	                     
1166	53	t	ont
1168	25	e	ie
1169	88	e	ce
1173	6	t	rt
1174	372	n	ain
1179	15	a	ba
1180	21	e	ke
1181	6	s	rs
1184	119	o	 go
1192	1150	i	 hi
1199	57	i	hei
1203	77	 	ar 
1206	1161	 	” 
1207	1163	 	                      
1209	568	“	\r\n\r\n  “
1213	12	n	un
1215	147	 	ns 
1218	77	d	ard
1219	318	y	ed by
1220	68	l	 al
1228	260	r	ear
1232	730	 	ect 
1234	801	e	ome
1237	1207	 	                       
1241	893	 	of 
1243	111	s	ous
1244	365	o	es o
1245	201	e	f the
1259	1129	r	tur
1261	152	o	 wo
1263	1220	l	 all
1270	84	\r	d\r
1281	14	c	nc
1284	53	g	ong
1285	0	-	-
1292	28	u	au
1293	17	h	gh
1296	1112	 	 to 
1301	1237	 	                        
1307	83	d	ld
1309	238	t	ast
1321	43	c	s c
1333	325	y	 they
1334	918	l	 bel
1336	1270	\n	d\r\n
1341	1206	 	”  
1342	1301	 	                         
1343	1342	 	                          
1347	26	p	pp
1350	76	a	 pa
1353	353	f	is f
1358	893	f	off
1361	17	a	ga
1363	31	s	ins
1364	118	\r	,\r
1366	38	c	hic
1367	912	e	h he
1368	1150	a	 ha
1371	317	h	uch
1373	87	t	o t
1375	7	l	ol
1378	43	a	s a
1382	262	o	 do
1392	1343	 	                           
1395	1373	h	o th
1396	341	h	at h
1400	250	 	to 
1404	38	s	his
1409	28	k	ak
1413	12	t	ut
1415	49	f	e of
1417	1243	e	ouse
1418	1285	-	--
1421	116	s	y s
1424	101	h	ich
1433	1150	e	 he
1436	183	h	ed h
1439	1341	 	”   
1442	482	“	\n\r\n  “
1449	1285	l	-l
1456	338	a	ing a
1464	57	y	hey
1465	112	a	 ma
1466	31	t	int
1469	47	g	e g
1473	1169	s	ces
1479	915	t	 st
1481	68	t	 at
1485	1371	 	uch 
1494	80	a	 tha
1497	353	h	is h
1503	29	h	n h
1505	1065	 	and 
1508	3	e	ee
1509	43	s	s s
1510	95	o	mo
1518	870	 	He 
1519	108	e	eve
1522	591	e	ure
1523	872	o	d to
1527	1519	r	ever
1528	364	e	age
1529	997	h	, wh
1530	1424	 	ich 
1536	1245	 	f the 
1539	111	r	our
1541	0	x	x
1552	52	,	y,
1561	74	 	ot 
1564	73	h	t h
1566	922	 	all 
1572	0	!	!
1573	1494	t	 that
1574	879	l	 fl
1581	17	o	go
1598	1392	 	                            
1604	247	 	ll 
1606	312	 	red 
1608	95	 	m 
1613	77	k	ark
1624	83	y	ly
1626	7	k	ok
1631	1598	 	                             
1637	1132	s	 of s
1642	1121	 	en 
1643	249	n	ran
1654	876	 	im 
1656	7	i	oi
1657	14	t	nt
1661	3	y	ey
1669	7	g	og
1681	91	f	d f
1682	82	 	or 
1703	203	d	ound
1715	16	y	ery
1723	25	p	ip
1728	10	t	tt
1737	7	w	ow
1740	1703	 	ound 
1746	362	 	rom 
1750	163	i	t wi
1757	10	y	ty
1759	1631	 	                              
1771	1759	 	                               
1777	6	r	rr
1780	307	 	ng 
1784	1284	 	ong 
1809	10	s	ts
1830	28	b	ab
1832	1771	 	                                
1836	1464	 	hey 
1839	12	l	ul
1840	1219	 	ed by 
1849	0	8	8
1872	235	s	hos
1877	324	 	 and 
1885	238	 	as 
1889	1121	t	ent
1893	73	o	t o
1895	189	l	ill
1903	1657	a	nta
1907	28	y	ay
1916	304	 	ge 
1924	39	u	su
1941	57	n	hen
1943	47	c	e c
1944	210	u	lou
1951	84	e	de
1953	922	e	alle
1956	0	3	3
1968	960	t	Illust
1973	1968	r	Illustr
1978	1951	n	den
1988	95	e	me
1993	191	t	hat
1994	42	s	 is
2003	1780	t	ng t
2009	1508	p	eep
2019	88	r	cr
2034	988	\r	.\r\n\r
2036	0	[	[
2047	1375	l	oll
2054	17	 	g 
2057	901	 	ers 
2067	15	o	bo
2075	29	o	n o
2092	859	o	sto
2093	6	y	ry
2094	1132	t	 of t
2097	31	c	inc
2105	1121	d	end
2110	1809	 	ts 
2112	95	i	mi
2114	47	s	e s
2120	101	a	ica
2124	57	s	hes
2125	270	h	, h
2127	192	e	ve
2139	68	s	 as
2145	47	f	e f
2152	34	s	\ns
2153	88	a	ca
2158	192	o	vo
2164	75	e	here
2169	1307	 	ld 
2180	25	v	iv
2196	1115	i	e hi
2203	82	e	ore
2208	129	p	 up
2221	1413	 	ut 
2229	6	m	rm
2260	162	n	\r\nan
2264	128	 	 it 
2269	1132	a	 of a
2305	1149	 	ch 
2311	52	e	ye
2317	191	v	hav
2328	198	i	 li
2330	2093	 	ry 
2336	353	w	is w
2338	270	a	, a
2350	503	t	ett
2380	320	s	ues
2403	1038	a	; a
2409	117	t	itt
2410	183	i	ed i
2422	21	 	k 
2430	6	i	ri
2453	1737	 	ow 
2479	25	g	ig
2499	1150	o	 ho
2564	23	e	fe
2575	34	a	\na
2585	191	n	han
2590	73	b	t b
2624	786	 	by 
2627	39	,	s,
2638	43	w	s w
2641	91	o	d o
2647	82	t	ort
2669	45	a	r a
2675	25	k	ik
2684	1409	e	ake
2710	26	e	pe
2719	0	Q	Q
2731	961	t	trat
2733	232	[	\r\n\r\n[
2734	1973	a	Illustra
2736	4	“	 “
2763	2733	I	\r\n\r\n[I
2770	1213	t	unt
2781	23	a	fa
2819	1161	]	”]
2833	1263	 	 all 
2837	180	h	n th
2855	2819	\r	”]\r
2875	2127	r	ver
2920	61	w	he w
2946	203	t	ount
2961	106	h	ath
2978	2837	e	n the
2998	20	d	ood
3028	1877	p	 and p
3081	2627	 	s, 
3082	105	i	whi
3086	34	l	\nl
3089	582	 	s of 
3098	2479	h	igh
3109	73	t	t t
3112	2094	h	 of th
3123	1368	v	 hav
3138	1895	a	illa
3152	58	e	ree
3161	3112	e	 of the
3167	34	i	\ni
3173	3161	 	 of the 
3184	47	v	e v
3200	1234	 	ome 
3247	0	)	)
3276	259	l	ell
3279	21	s	ks
3321	0	(	(
3332	152	a	 wa
3347	2127	d	ved
3353	1281	e	nce
3431	1415	 	e of 
3498	84	,	d,
3554	69	e	nde
3615	255	h	ach
3637	3	,	e,
3647	104	t	\r\nt
3651	231	s	les
3700	15	l	bl
3711	1624	 	ly 
3729	104	o	\r\no
3730	2875	 	ver 
3757	3138	g	illag
3763	111	t	out
3844	1503	i	n hi
3881	235	u	hou
3891	53	:	on:
3895	111	l	oul
3901	503	 	et 
3909	2734	t	Illustrat
3913	189	d	ild
3935	0	“	“
3937	12	i	ui
3961	84	o	do
4004	114	o	 co
4097	4	H	 H
4106	26	i	pi
4117	16	,	er,
4129	2338	n	, an
4151	1261	u	 wou
4158	859	 	st 
4165	2978	 	n the 
4166	138	u	rou
4170	4129	d	, and
4171	3332	s	 was
4175	51	 	an 
4182	104	f	\r\nf
4216	4170	 	, and 
4224	7	b	ob
4231	1780	h	ng h
4234	4151	l	 woul
4249	87	a	o a
4275	43	f	s f
4311	1657	 	nt 
4330	56	e	we
4354	197	r	ther
4362	57	\r	he\r
4399	43	h	s h
4400	1115	a	e ha
4448	3109	h	t th
4453	782	o	h o
4551	4399	e	s he
4618	1364	\n	,\r\n
4642	205	i	 whi
4657	3895	d	ould
4665	14	n	nn
4709	3844	s	n his
4736	86	o	 no
4755	25	d	id
4777	370	 	ad 
4806	915	h	 sh
4821	1192	s	 his
4865	1285	t	-t
4866	61	o	he o
4871	2	,	h,
4873	6	u	ru
4892	4171	 	 was 
4898	1404	 	his 
4904	34	t	\nt
4913	4755	e	ide
4915	4871	 	h, 
4942	83	f	lf
4953	1309	e	aste
4959	29	W	n W
4964	872	h	d th
4984	782	a	h a
4986	192	i	vi
5006	117	 	it 
5011	1656	n	oin
5024	2125	e	, he
5036	88	o	co
5081	4821	 	 his 
5139	1839	d	uld
5144	549	t	 wit
5228	878	 	 by 
5244	39	o	so
5251	34	p	\np
5256	3757	e	illage
5306	0	z	z
5310	134	\n	s\r\n
5387	879	r	 fr
5407	4004	n	 con
5412	231	d	led
5423	61	s	he s
5432	151	\r	ed\r
5529	1433	 	 he 
5533	260	t	eat
5543	7	v	ov
5552	915	u	 su
5715	3098	t	ight
5727	2003	h	ng th
5789	3637	 	e, 
5804	4904	h	\nth
5932	5139	 	uld 
5949	5804	e	\nthe
6005	3498	 	d, 
6060	61	r	he r
6071	77	t	art
6168	270	o	, o
6179	112	o	 mo
6188	61	b	he b
6236	879	a	 fa
6244	29	i	n i
6247	461	\n	t\r\n
6306	198	o	 lo
6421	3347	 	ved 
6428	80	o	 tho
6430	342	 	ht 
6441	257	e	ame
6443	4959	i	n Wi
6448	123	s	was
6461	329	t	ist
6508	4097	e	 He
6533	6441	 	ame 
6545	398	i	Ri
6622	3	i	ei
6669	53	e	one
6701	1169	,	ce,
6751	915	i	 si
6782	39	h	sh
6836	91	w	d w
7019	879	o	 fo
7213	1993	 	hat 
7245	58	s	res
7318	1368	d	 had
7338	4	v	 v
7406	541	T	. T
7442	5144	h	 with
7449	1657	e	nte
7455	255	e	ace
7579	4964	e	d the
7662	3891	 	on: 
7682	7442	 	 with 
7711	3909	i	Illustrati
7719	859	e	ste
7761	1572	 	! 
7976	541	H	. H
7993	3	p	ep
7997	1293	t	ght
8007	47	r	e r
8098	394	h	 Th
8115	5949	 	\nthe 
8176	4865	h	-th
8182	8176	e	-the
8219	7997	 	ght 
8245	638	u	 bu
8258	160	n	lin
8267	7	c	oc
8282	8267	k	ock
8349	91	a	d a
8352	380	 	ter 
8372	8245	t	 but
8403	1564	i	t hi
8489	183	t	ed t
8505	34	h	\nh
8513	95	a	ma
8514	1125	h	nd h
8552	14	o	no
8740	58	a	rea
8767	61	c	he c
9097	7406	h	. Th
9129	9097	e	. The
9262	1367	 	h he 
9268	44	r	for
9270	1125	t	nd t
9294	20	r	oor
9308	1885	s	as s
9359	3	.	e.
9760	8740	t	reat
9798	46	a	tha
9847	1180	d	ked
9985	140	e	cte
10003	138	w	row
10090	14	,	n,
10252	29	a	n a
10403	259	f	elf
10545	915	o	 so
10674	3	\r	e\r
10740	0	?	?
10767	1161	\r	”\r
10805	6669	 	one 
10807	10674	\n	e\r\n
10819	250	n	ton
10834	270	b	, b
10843	10767	\n	”\r\n
11059	4175	W	an W
11062	10843	\r	”\r\n\r
11182	91	h	d h
11301	74	h	oth
11534	43	n	s n
11542	1723	 	ip 
11712	12	g	ug
12035	325	\r	 the\r
12121	6622	n	ein
12929	10	,	t,
12942	12929	 	t, 
13165	2763	l	\r\n\r\n[Il
13190	12	b	ub
13256	0	ä	ä
13343	28	v	av
14489	115	y	opy
14525	1413	e	ute
14587	0	™	™
14593	6	k	rk
14600	0	J	J
14611	249	d	rad
14617	14525	n	uten
14624	14611	e	rade
14650	14624	m	radem
14868	138	j	roj
14870	142	b	tenb
14887	53	i	oni
14889	56	o	wo
14919	14868	e	roje
14922	14617	b	utenb
14925	4	y	 y
14939	14919	c	rojec
14941	14922	e	utenbe
14945	261	 	se 
14959	14941	r	utenber
14973	2229	s	rms
14981	14939	t	roject
14983	14870	e	tenbe
14986	231	c	lec
14989	1261	r	 wor
15002	1241	t	of t
15009	14986	t	lect
15014	14925	o	 yo
15027	68	g	 ag
15058	15014	u	 you
15122	14981	 	roject 
15124	14983	r	tenber
15183	15124	g	tenberg
15209	14889	r	wor
15242	15122	G	roject G
15365	15242	u	roject Gu
15380	82	k	ork
15394	63	t	nit
15397	178	s	ates
15442	52	o	yo
15481	15365	t	roject Gut
15501	15481	e	roject Gute
15523	15501	n	roject Guten
15544	15523	b	roject Gutenb
15654	15394	e	nite
15720	14959	g	utenberg
15722	15209	k	work
15744	55	 	ny 
15772	15544	e	roject Gutenbe
15837	15772	r	roject Gutenber
15925	158	 	 or 
15934	15837	g	roject Gutenberg
16091	92	t	wit
16129	165	E	.E
16134	16129	.	.E.
16151	15934	™	roject Gutenberg™
16164	4	1	 1
16178	16151	 	roject Gutenberg™ 
16200	6461	r	istr
16403	15720	™	utenberg™
16416	16200	i	istri
16485	4354	 	ther 
16668	98	e	 re
16719	631	 	\n     
16768	16719	 	\n      
16786	16768	 	\n       
16807	16786	 	\n        
16910	4	Y	 Y
17045	15722	 	work 
17060	14887	c	onic
17665	15058	 	 you 
17666	84	i	di
17693	1213	d	und
17762	138	v	rov
17927	0	X	X
17998	861	 	ion 
18011	541	I	. I
18019	867	o	atio
18187	996	 	tion 
18289	2034	\n	.\r\n\r\n
18444	18019	n	ation
18459	6	c	rc
18462	1703	a	ounda
18502	18462	t	oundat
18556	17693	a	unda
18604	66	t	tat
18751	25	a	ia
18770	53	a	ona
18806	18770	t	onat
18872	18806	i	onati
18875	0	$	$
18945	3937	r	uir
18948	68	r	 ar
18991	18872	o	onatio
19006	5036	n	con
19011	801	p	omp
19048	3961	n	don
19098	18991	n	onation
19206	59	c	 inc
19220	19048	a	dona
19230	152	w	 ww
19237	19220	t	donat
19247	18444	 	ation 
19251	7	j	oj
19253	16403	 	utenberg™ 
19256	17060	 	onic 
19258	232	P	\r\n\r\nP
19310	19251	e	oje
19315	41	s	ooks
19317	14	l	nl
19337	18948	e	 are
19348	34	e	\ne
19366	5715	 	ight 
19377	1169	 	ce 
19379	1281	l	ncl
19380	150	e	ude
19418	1154	t	sit
19457	1395	e	o the
19458	397	r	 Pr
19459	19310	c	ojec
19460	73	G	t G
19461	15720	 	utenberg 
19462	415	i	Li
19463	380	a	tera
19464	2093	\r	ry\r
19465	34	A	\nA
19466	18459	h	rch
19467	2180	e	ive
19468	4	F	 F
19469	18502	i	oundati
19470	53	,	on,
19471	2499	w	 how
19472	1296	h	 to h
19473	259	p	elp
19474	76	r	 pr
19475	316	u	odu
19476	19377	o	ce o
19477	591	 	ur 
19478	161	w	new
19479	18	B	 eB
19480	19315	,	ooks,
19481	1877	h	 and h
19482	2453	t	ow t
19483	7	\r	o\r
19484	2152	u	\nsu
19485	15	s	bs
19486	2019	i	cri
19487	143	 	be 
19488	1400	o	to o
19489	19477	e	ur e
19490	8513	i	mai
19491	190	n	l n
19492	1081	s	ews
19493	231	t	let
19494	8352	t	ter t
19495	87	h	o h
19496	1228	 	ear 
19497	1830	o	abo
19498	2221	n	ut n
19499	1081	 	ew 
19500	3	B	eB
19501	19315	.	ooks.
